Namespace,Key,SourceString,LocalizedString
ARTICY,DFr_80EEFACA_0x0100012600011B07.Text,Ask! My knowledge is yours!,Спрашивай! Мои знания - твои знания!
ARTICY,Dlg_5CF66E29_0x010001260000E076.Text,About Nemesis energy...,Об энергии Немезиды...
ARTICY,DFr_DFD3D582_0x010001260000E097.Text,You... <i>seek</> dark energy? <i>Her </>energy? I swim far away when I see it.,"Ты... <i>ищешь</> темную энергию? <i>Ее</> энергию? Я уплываю далеко, когда вижу ее."
ARTICY,DFr_5AC68BA2_0x010001260000ED59.Text,But... yes... King-of-Tides built statue of goddess. She filled it with her darkness. King-of-Tides speaks to it.,Но... да... Король Приливов воздвиг статую богини. Она наполнила ее своей тьмой. Король Приливов говорит с ней.
ARTICY,Dlg_F39AF2BB_0x010001260000ED60.Text,Where?,Где?
ARTICY,DFr_5C35FBAF_0x010001260000ED68.Text,Near King-of-Tides's throne. Deep in fortress.,Рядом с троном Короля Приливов. Глубоко в крепости.
ARTICY,Dlg_3FE0C01C_0x010001260000E084.Text,About King-of-Tides...,О Короле приливов...
ARTICY,DFr_2F8A4148_0x010001260000E0B6.Text,King-of-Tides is ichthian leader. Took power when I was hatchling. The goddess helped him. Now he swims to her current.,"Король Приливов это лидер ихтианов. Захватил власть, когда я был еще мальком. Богиня помогла ему. Теперь он плывет по ее течению."
ARTICY,DFr_DC3245F6_0x0100012600012282.Text,"He forced me to help the shaman, Eyes-of-Pearl, prepare bone soldiers. I couldn't keep doing it. Couldn't see more bones rise…","Он заставил меня помогать шаману, Жемчуглазику, готовить костяных воинов. Я не мог продолжать это делать. Не мог видеть, как растут кости..."
ARTICY,DFr_9E8C11D3_0x0100012600012289.Text,I told Eyes-of-Pearl I was not happy. Didn't like King-of-Tides. Then I wake up as warriors drag me here.,"Я сказал Жемчуглазику, что недоволен. Не нравился Король Приливов. Потом я очнулся от того, что воины тащат меня сюда."
ARTICY,DFr_748087E1_0x0100012600012C31.Text,"Eyes-of-Pearl <i>betrayed</> me. If you see him, a blind shaman, give him kick for me, yes?","Жемчуглазик <i>предал</> меня. Если ты увидишь его, слепого шамана, дай ему пинка за меня, да?"
ARTICY,Dlg_5B1FE5D5_0x0100012600011AE3.Text,That's enough questions for now,На сегодня вопросов достаточно.
ARTICY,DFr_46EC59EE_0x0100012600011E9E.Text,Can't help shaman boil the bones of any more friends. Can't see any more skeletons walk. Need to escape. Swim far away.,"Не могу помочь шаману варить еще больше костей моих друзей. Не могу больше видеть, как ходят скелеты. Нужно бежать. Уплыть подальше."
ARTICY,Dlg_DA269187_0x010001260000E07D.Text,Tell me how to get into the fortress,"Расскажи мне, как попасть в крепость"
ARTICY,DFr_077E97AD_0x010001260000E103.Text,Behind the waterfall! A secret way! Go! Kill King-of-Tides!,За водопадом! Тайный путь! Вперед! Убей Короля Приливов!
ARTICY,Dlg_4D0FDF12_0x010001260000ED82.Text,Goodbye,Попрощаться
ARTICY,DFr_00F37408_0x0100012600012E01.Text,Friend! Thank you for freeing me.,"Друг! Спасибо, что освободил меня."
ARTICY,DFr_010AB4A3_0x010001260000E111.Text,Thank you! I hide! Flee when safe!,"Спасибо! Я прятаться! Беги, когда безопасно!"
ARTICY,DFr_D5CD75E3_0x0100012600011B8F.Text,Walking ichthian skeletons!? As if the living kind wasn't bad enough...,Ходячие ихтианские скелеты?! Как будто живые были недостаточно плохи...
ARTICY,DFr_27144CD6_0x0100012600011B9D.Text,The ichthians invaded so many homes of the people to the south... it feels like justice that we've taken the battle to <i>them</> for a change.,"Ихтианы захватили так много домов людей на юге... Это кажется справедливостью, что мы приняли бой с <i>ними</> для разнообразия."
ARTICY,DFr_E42BCF40_0x010001260000E119.Text,Who's there!?,Кто там?!
ARTICY,DFr_8FDD0DCA_0x0100012600012292.Text,I hear someone! Which assistant is that? Scales-of-Red?,Я слышу кого-то! Кто это из помощников? Чешуекрасник?
ARTICY,DFr_CFF3268F_0x0100012600012298.Text,Doesn't matter. Read spell from the scroll. King-of-Tides said we make bone warriors too slowly. Move!,"Не имеет значения. Прочитай заклинание из свитка. Король Приливов сказал, что мы делаем костяных воинов слишком медленно. Иди!"
ARTICY,DFr_3BAD7C0B_0x01000126000122CB.Text,Wait... your smell. Earth and sweat. A <i>human</>! You're a <i>human</>! Don't kill me! Have <i>mercy</>! Please!,Подожди... твой запах. Земля и пот. <i>Человек</>! Ты <i>человек</>! Не убивай меня! <i>Пощади</>! Пожалуйста!
ARTICY,DFr_DE268320_0x010001260001231D.Text,"Mercy, human! I beg mercy!","Пощади, человек! Я прошу пощады!"
ARTICY,Dlg_D44180B6_0x01000126000122D2.Text,Who are you?,Кто ты?
ARTICY,DFr_22BF63C8_0x01000126000122F3.Text,Just a lowly shaman. Used to boil remedies for injured. Help with egg-hatching. But now...,Всего лишь скромный шаман. Используется для варки снадобий для раненых. Помогал высиживать яйца. Но теперь...
ARTICY,DFr_F4A802AB_0x01000126000122F9.Text,King-of-Tides <i>forces</> me to use dark witchcraft instead. He <i>evil</>. He wants bones of our dead to rise and fight for <i>her</>.,"Король Приливов <i>заставляет</> меня использовать темное колдовство вместо этого. Он <i>злой</>. Он хочет, чтобы кости наших мертвецов восстали и сражались за <i>нее</>."
ARTICY,DFr_71CFC6F1_0x0100012600012325.Text,"You will face King-of-Tides? Kill him? I help you! Here, drink potion. Will make you strong! Trust me!","Ты пойдешь против Короля Приливов? Убить его? Я помогаю тебе! Вот, пей зелье. Сделает тебя сильным! Доверься!"
ARTICY,Dlg_C386DBD6_0x01000126000122EA.Text,[Attack],[Атаковать]
ARTICY,Dlg_A3CD8B9C_0x0100012600012301.Text,[Step away],[Отойти]
ARTICY,DFr_2FC3B944_0x0100012600012330.Text,Drink potion! Will give you strength!,Выпей зелье! Оно придаст тебе сил!
ARTICY,DFr_57632442_0x010001260001233E.Text,Stupid human! Your bones will be mine!,Глупый человек! Твои кости будут моими!
ARTICY,DFr_7E9B2416_0x010001260001234C.Text,Thank you! Merciful human!,Спасибо! Милосердный человек!
ARTICY,DFr_71CB8D76_0x010001260000E19B.Text,"Taste poison, stupid human! Die! For King-of-Tides!","Распробуй яд, глупый человек! Умри! За Короля Приливов!"
ARTICY,DFr_4FF076D6_0x01000126000123A8.Text,"Gods, the ichthians really make a mess, don't they? Rotting fish and seaweed everywhere...","Боги, ихтианы действительно устраивают беспорядок, не так ли? Гниющая рыба и водоросли повсюду..."
ARTICY,DFr_70B04543_0x01000126000123B6.Text,Hang in there! The Nemesis Energy we're looking for can't be much further.,"Держись! Энергия Немезиды, которую мы ищем, не может быть слишком далеко."
ARTICY,DFr_76D3CA33_0x010001260000E1A7.Text,"...yes, goddess. Bone warriors strong. We will conquer more human lands. Find more Titan Ichor.","...да, богиня. Костяные воины сильные. Мы завоюем больше человеческих земель. Найдем больше Ихора титана."
ARTICY,DFr_B4130AD2_0x010001260000E1AE.Text,Will you? Or will you fail again? Perhaps another ichthian would do better as king...,"Сможете ли вы? Или снова потерпите неудачу? Возможно, другой ихтиан лучше подойдет на роль короля..."
ARTICY,DFr_CCB4A846_0x010001260000E1BC.Text,"<i>No!</> No other has teeth so sharp, or jaws so strong!",<i>Нет!</> Ни у кого нет таких острых зубов и таких сильных челюстей!
ARTICY,DFr_9ACC391C_0x0100012600018CC4.Text,"Someone here! Intruder! Human! The one you seek, mistress!","Кто-то здесь! Незваный гость! Человек! Тот, кого вы ищете, госпожа!"
ARTICY,DFr_B3C80965_0x0100012600018CCB.Text,Of <i>course</>.,<i>Конечно.</>
ARTICY,DFr_3B9A972F_0x0100012600012376.Text,"My commitment is deep as the blue, mistress. Humans <i>will</> fall.","Моя преданность глубока, как синева, госпожа. Люди <i>падут</>."
ARTICY,DFr_136ADA72_0x010001260001237C.Text,Good. And keep watch for one human in particular. The one who slaughtered your troops at the dig site.,"Хорошо. И следите за одним человеком, в частности. Того, кто расправился с вашими солдатами на месте раскопок."
ARTICY,DFr_599883FF_0x0100012600012383.Text,Bring me his head. Do this and I will make you a <i>god</>. The god of the ichthians. You'll show the humans your true power.,"Принеси мне его голову. Сделай это, и я сделаю тебя <i>богом</>. Богом ихтианов. Ты покажешь людям свою истинную силу."
ARTICY,DFr_913E5B63_0x0100012600012398.Text,<i>Yesss...</>,<i>Да-а-а...</>
ARTICY,DFr_8B35D34B_0x01000126000130F7.Text,Bring me her head. Do this and I will make you a <i>god</>. The god of the ichthians. You'll show the humans your true power.,"Принеси мне ее голову. Сделай это, и я сделаю тебя <i>богом</>. Богом ихтианов. Ты покажешь людям свою истинную силу."
ARTICY,DFr_E8F54A12_0x010001260001310A.Text,"His head will be yours, goddess!","Его голова будет твоей, богиня!"
ARTICY,DFr_6E188988_0x0100012600011BDC.Text,"Warriors, attack!","Воины, в атаку!"
ARTICY,DFr_0322019C_0x010001260000E1E0.Text,"Her head will be yours, goddess!","Ее голова будет твоей, богиня!"
ARTICY,DFr_2017EB16_0x010001260000E1D2.Text,"Someone here! Intruder! Human! The one you seek, mistress!","Кто-то здесь! Незваный гость! Человек! Тот, кого вы ищете, госпожа!"
ARTICY,DFr_E13EE24E_0x010001260000E1D9.Text,Of <i>course</>.,<i>Конечно.</>
ARTICY,DFr_387C72E1_0x0100012600011BE5.Text,Attack! Kill the intruder!,Нападайте! Убейте нарушителя!
ARTICY,DFr_7AA3B126_0x0100012600011C09.Text,Cut off his head! The goddess demands it!,Отрубите ему голову! Богиня требует этого!
ARTICY,DFr_1C0CAFFF_0x0100012600013124.Text,Cut off her head! The goddess demands it!,Отрубите ей голову! Богиня требует этого!
ARTICY,DFr_E372B69A_0x0100012600011C17.Text,Ichthians stronger than this! Show how sharp our claws are!,"Ихтианы сильнее! Покажите, как остры наши когти!"
ARTICY,DFr_56B9759D_0x0100012600011C25.Text,"I will show you <i>true </>strength, human!","Я покажу тебе <i>истинную</> силу, человек!"
ARTICY,DFr_B4904816_0x0100012600011C33.Text,"Your head is gift for Nemesis, but I will eat your broken body!","Твоя голова - подарок для Немезиды, но я съем твое изломанное тело!"
ARTICY,DFr_5DD3C33B_0x01000126000123D3.Text,Humans are weak!,Люди слабы!
ARTICY,DFr_366B29CF_0x01000126000123E1.Text,The goddess blesses me!,Богиня благословляет меня!
ARTICY,DFr_01405EAB_0x0100012600011C41.Text,Goddess! Save me!,Богиня! Спасите меня!
ARTICY,DFr_30C713F9_0x010001260000E21C.Text,The ichthians served their purpose. They were weak. Stupid. Defeating them is no great feat.,Ихтианы послужили своей цели. Они были слабы. Глупы. Победить их - не великий подвиг.
ARTICY,DFr_221505D7_0x010001260000EDA5.Text,When you face <i>me</> you'll shatter like dry bones underfoot.,"Когда ты предстанешь передо <i>мной</>, ты рассыплешься, как сухие кости под ногами."
ARTICY,DFr_6E656810_0x010001260000ED9D.Text,The Styx's dark waters wait for you.,Темные воды Стикса ждут тебя.
ARTICY,DFr_8B0603A2_0x010001260000F177.Text,Good! You're back.,Отлично! Ты вернулся.
ARTICY,DFr_CD768E43_0x010001260000EF0E.Text,By Olympos! Your aura feels... dark. You must have absorbed quite a bit of Nemesis's divine energy. Learn anything useful?,"Клянусь Олимпом! Твоя аура кажется... темной. Должно быть, ты поглотил немало божественной энергии Немезиды. Узнал чего-нибудь полезного?"
ARTICY,Dlg_6303EEBF_0x010001260000EF2E.Text,The ichthians have been worshipping Nemesis,Ихтиане поклоняются Немезиде
ARTICY,DFr_648FECE1_0x0100012600012F3E.Text,So <i>she</> is behind everything? The ichthians swarming south? The flooding of Pyrgos's farms?,"Так это <i>она</> за всем стоит? За ихтианами, заполонившими юг? Наводнением ферм Пиргоса?"
ARTICY,DFr_B73B5645_0x0100012600012F44.Text,The suffering of those poor people... at the start of the ichthian invasion I came upon the farmhouse of a family whose children I'd tutored as Philon.,"Страдания этих бедных людей... В начале нашествия ихтианов я наткнулся на ферму семьи, чьих детей я опекал как Филон."
ARTICY,DFr_01EE63D8_0x0100012600012F4A.Text,"The father had died in the doorway, three spears through his chest, a knife clutched in his hand. The mother... she'd tried to shield the children.","Отец умер на пороге дома, три копья пронзили его грудь, в руке был зажат нож. Мать... она пыталась защитить детей."
ARTICY,DFr_45D4C7EA_0x0100012600012F56.Text,"The little girl had been named Glauke, in honor of their god...","Девочку назвали Главкой, в честь их бога..."
ARTICY,DFr_4FC081AB_0x0100012600012F5C.Text,Nemesis will face my divine wrath for what she has done.,"Немезида встретит мой божественный гнев за то, что она сделала."
ARTICY,Dlg_C9B87029_0x010001260000EF3D.Text,I also confirmed that Nemesis is trying to raise Kronos,"Я также подтвердил, что Немезида пытается воскресить Кроноса"
ARTICY,DFr_D2E08894_0x010001260000EFB0.Text,"I… I can't believe it. I mean, I <i>believe</> you, but... Nemesis is insane. She has to be.","Я... я не могу в это поверить. То есть, я <i>верю</> тебе, но... Немезида безумна. Должна быть."
ARTICY,DFr_749D8416_0x010001260000EFD2.Text,"Kronos lived before my time, but all the older gods say he was a <i>monster</>. Zeus has his flaws. Many of them. But at least he won't destroy the world.","Кронос жил до моего времени, но все старшие боги говорят, что он был <i>чудовищем</>. У Зевса есть свои недостатки. Их много. Но, по крайней мере, он не уничтожит мир."
ARTICY,Dlg_543F8643_0x010001260000EFE0.Text,About Kronos...,О Кроносе...
ARTICY,DFr_4BD42852_0x0100012600012F73.Text,"On Olympos, they only speak of him in whispers…",На Олимпе о нем говорят только шепотом...
ARTICY,DFr_7E57B8D6_0x010001260000EFF4.Text,"Kronos is the son of Ouranos, the sky, and Gaia, the earth. He castrated his own father to take charge.","Кронос - сын Ураноса, неба, и Геи, земли. Он кастрировал своего отца, чтобы стать главным."
ARTICY,DFr_B0D0D583_0x010001260000EFFB.Text,"He was the leader of the Titans and ruled in ancient prehistory, before man had language or fire. When people were barely more than beasts.","Он был предводителем Титанов и правил в древней предыстории, еще до того, как у человека появился язык или огонь. Когда люди были не более чем зверями."
ARTICY,Dlg_86E57A85_0x010001260000F068.Text,Tell me more,Расскажи мне больше
ARTICY,DFr_034788EE_0x0100012600013154.Text,"He was <i>incredibly </>powerful, and had dominion over time itself. But he was horrified of being overthrown, like he'd overthrown his father.","Он был <i>невероятно</> могущественным и властвовал над самим временем. Но он ужасно боялся, что его свергнут, как он сверг своего отца."
ARTICY,DFr_D27A59EA_0x010001260001315A.Text,"So whenever his wife, Rhea, bore children, he'd <i>eat </>them.","Поэтому всякий раз, когда его жена Рея рожала детей, он <i>съедал</> их."
ARTICY,DFr_5365E8C2_0x0100012600013160.Text,"When I was young, I once asked my father if Kronos <i>really </>ate him. The look he gave me... I'd never seen the great Poseidon <i>afraid</> before... or since.","Когда я был маленьким, я однажды спросил отца, <i>действительно</> ли Кронос съел его. То, как он посмотрел на меня... Я никогда не видел великого Посейдона <i>испуганным</>... ни раньше, ни позже."
ARTICY,Dlg_C40D8124_0x010001260000F034.Text,I've heard enough about Kronos,Я достаточно наслышан о Кроносе.
ARTICY,Dlg_5EE82714_0x010001260000F025.Text,Tell me more,Расскажи мне больше
ARTICY,DFr_E2486DEE_0x010001260001316E.Text,"Half of the Olympians are his children. But Zeus is the youngest. Rhea hid him from Kronos, giving Kronos a stone to eat in his place.","Половина олимпийцев - его дети. Но Зевс - самый младший. Рея спрятала его от Кроноса, дав Кроносу камень, чтобы он ел вместо него."
ARTICY,DFr_67B1BB69_0x0100012600013174.Text,"Her magic must've been powerful indeed, to have fooled Kronos.","Ее магия должна была быть очень сильной, чтобы обмануть Кроноса."
ARTICY,DFr_FA6857DF_0x010001260001317A.Text,"Rhea hid Zeus on Crete where he grew to power in secret. Eventually, Zeus gathered enough allies to free his siblings from Kronos's belly and kill him.","Рея спрятала Зевса на Крите, где он тайно рос в силе. В конце концов Зевс собрал достаточно союзников, чтобы освободить своих братьев и сестер из чрева Кроноса и убить его."
ARTICY,Dlg_97C413FC_0x010001260000F081.Text,Tell me more,Расскажи мне больше
ARTICY,DFr_3D7294DA_0x010001260000F052.Text,"So, that's how Zeus became king of the gods. But Kronos was always more powerful than him. Zeus was clever, and lucky, and had a lot of help.","Так Зевс стал царем богов. Но Кронос всегда был могущественнее его. Зевс был умен, удачлив, и ему много помогали."
ARTICY,DFr_4E6F3EE7_0x010001260000F059.Text,But now... Zeus has grown complacent and lazy. The Olympians spend all their time bickering. If Kronos returned... Olympos would fall.,Но теперь... Зевс стал самодовольным и ленивым. Олимпийцы проводят все свое время в препирательствах. Если Кронос вернется... Олимп падет.
ARTICY,DFr_A058A031_0x010001260000F091.Text,"Everything that has happened since Kronos died... would cease to be. Human civilization, and all of our lives, would never have happened.","Все, что произошло после смерти Кроноса... перестало бы существовать. Человеческая цивилизация и все наши жизни никогда бы не состоялись."
ARTICY,DFr_CBD6CDF5_0x0100012600012C29.Text,"It's... a lot to take in. But for now, we should focus on freeing Skylla. That's what the Moirai told you to do.",Здесь... много чего для обдумывания. Но сейчас мы должны сосредоточиться на освобождении Сциллы. Именно это велели тебе сделать Мойры.
ARTICY,Dlg_79B9099B_0x010001260000F09B.Text,Let's focus on freeing Skylla.,Давай сосредоточимся на освобождении Сциллы
ARTICY,Dlg_15C514D8_0x0100012600012C12.Text,Let's go free Skylla.,Пойдем освободим Сциллу.
ARTICY,Dlg_0D13D94F_0x010001260000F14B.Text,What did you do to her?,Что ты с ней сделал?
ARTICY,DFr_B9CF8ED1_0x010001260000F153.Text,I...,Я...
ARTICY,DFr_D105024A_0x010001260000F15A.Text,I'm <i>responsible </>for what happened to her. But we don't have time for a long story now. Let's go through the portal and face her.,"Я несу <i>ответственность</> за то, что с ней случилось. Но сейчас у нас нет времени на долгие рассказы. Давай пройдем через портал и встретимся с ней лицом к лицу."
ARTICY,DFr_5321E3E6_0x010001260000F12F.Text,"Yes. I got the portal working. When we find Skylla, you'll need to pull Nemesis's energy out of her to transform her back from a monster to the nymph she really is.","Да, портал теперь работает. Когда мы найдем Сциллу, тебе нужно будет вытянуть из нее энергию Немезиды, чтобы превратить ее из монстра в нимфу, которой она на самом деле является."
ARTICY,DFr_5AF02FAF_0x010001260000F136.Text,"Since she's currently under Nemesis's control, I doubt she'll just let us do it without a fight, so be ready. We'll face her together.","Поскольку сейчас она находится под контролем Немезиды, я сомневаюсь, что она позволит нам сделать это без боя, так что будь готов. Мы встретимся с ней вместе."
ARTICY,DFr_D640F86F_0x010001260000F13D.Text,Honestly... I'm more afraid of facing the nymph than the monster. She will hate me for what I did. And she'll be right to.,"Честно говоря... Я больше боюсь встречи с нимфой, чем с монстром. Она возненавидит меня за то, что я сделал. И будет права."
ARTICY,DFr_8BBFE7DD_0x010001260000F16F.Text,After you.,После тебя.
ARTICY,DFr_C313B529_0x010001260000EA11.Text,"Alright. Stick close together, these old halls aren't safe.","Хорошо. Нужно держаться ближе друг к другу, эти старые залы небезопасны."
ARTICY,DFr_A710D9E9_0x0100012600011ED4.Text,It's been centuries since I was here last. I barely recognize it. These halls used to be packed with happy worshippers.,"Прошли века с тех пор, как я был здесь в последний раз. Я едва узнаю эти залы. Когда-то они были полны счастливых верующих."
ARTICY,Dlg_979AE9F3_0x0100012600011EF4.Text,Why was this temple abandoned?,Почему этот храм был заброшен?
ARTICY,DFr_A2A5CE7F_0x0100012600011F2A.Text,"The Mycenaeans built this temple in my honor, but it was abandoned long before their civilization fell.","Микенцы построили этот храм в мою честь, но он был заброшен задолго до падения их цивилизации."
ARTICY,DFr_C7ADC49C_0x0100012600011F31.Text,"Sailors and fishermen once came from far and wide to seek my blessing. I gave it to them, too. Seas were always calm, nets were always full.","Когда-то моряки и рыбаки приезжали издалека, чтобы получить мое благословение. Я давал его и им. Моря всегда были спокойны, сети всегда были полны."
ARTICY,DFr_494A479F_0x0100012600011F38.Text,"But after Skylla became a monster, she... <i>devoured</> all of my worshippers. The waves were stained crimson.","Но после того как Сцилла превратилась в чудовище, она... <i>пожрала</> всех моих верующих. Волны окрасились в пунцовый цвет."
ARTICY,Dlg_519A40F7_0x0100012600011EFD.Text,Let's get moving,Пойдем
ARTICY,DFr_57671B8D_0x0100012600011F41.Text,"Yes, let's find Skylla. It's time to face her.","Да, давай найдем Сциллу. Пришло время встретиться с ней лицом к лицу."
ARTICY,DFr_9C6450C5_0x0100012600011F4F.Text,Let's go find Skylla. Time to face her.,Давай найдем Сциллу. Пора встретиться с ней лицом к лицу.
ARTICY,DFr_1E16FF6B_0x010001260000E2A4.Text,"For a temple that was built to honor you, Glaukos, it's seen better days.","Этот построенный в честь тебя храм, Главк, видал и лучшие времена."
ARTICY,DFr_2855E531_0x010001260000E2AB.Text,Haven't we all.,Разве не мы все?
ARTICY,DFr_4013C49A_0x010001260000EA27.Text,"Oh, the door is shut, let me see...","Ох, дверь закрыта. Дай-ка посмотреть..."
ARTICY,DFr_E3D15AB6_0x010001260000EA36.Text,Keep the restless dead off me while I figure this out.,"Не подпускай ко мне беспокойных мертвецов, пока я разбираюсь с этим."
ARTICY,DFr_288A7FC6_0x0100012600011F5D.Text,"Hmm... how does this? Damn rusted thing. Ahh, perhaps if I... no, that wasn't it...","Хм... как насчет этого? Чертова ржавая штука. А, может, если я... нет, это не то..."
ARTICY,DFr_FDA50EBE_0x010001260000EA44.Text,"Hmm, it's locked. Can you jump over to the right and hit the release mechanism?","Хм-м, заперто. Можешь перепрыгнуть направо и активировать спусковой механизм?"
ARTICY,DFr_6DD81F60_0x010001260000EA52.Text,Good! It's open. Get back over here.,Отлично! Открылось. Возвращайся сюда.
ARTICY,DFr_B3589972_0x0100012600011EA7.Text,I remember the grand opening of this temple. This hall was so full of people...,Я помню торжественное открытие этого храма. Зал был так полон людей...
ARTICY,DFr_BC154A95_0x0100012600011F6B.Text,"Damn, another closed door. I miss when the priests opened them for me.","Черт, еще одна закрытая дверь. Я скучаю по тому, как жрецы открывали их для меня."
ARTICY,DFr_20945A29_0x0100012600011F78.Text,"Let's do the same as last time. I'll go right and pull the lever, you go left and find the release mechanism to unlock it.","Давай сделаем то же самое, что и в прошлый раз. Я пойду направо и потяну за рычаг, а ты иди налево и найди спусковой механизм."
ARTICY,DFr_CA736DA2_0x0100012600011F81.Text,Jump over to the left and find the release mechanism so I can pull the lever.,"Прыгни налево и найди спусковой механизм, чтобы я смог потянуть за рычаг."
ARTICY,DFr_826EB64D_0x0100012600011F88.Text,Don't you want us to get this door open? Go find the release mechanism.,"Разве ты не хочешь, чтобы мы открыли эту дверь? Иди и найди спусковой механизм."
ARTICY,DFr_A44EE22B_0x0100012600011FC8.Text,<i>Aaaghh!</>,<i>А-агх!</>
ARTICY,DFr_EC8B5A54_0x010001260000E314.Text,Damn crumbling ruins...,Чертовы разрушающиеся руины...
ARTICY,DFr_42E05D61_0x010001260000E31B.Text,"We're cut off. You go on, I'll find a way around. Try not to get into too much trouble before I do.","Мы отрезаны. Иди вперед, а я найду обходной путь. Постарайся не попасть в большие неприятности до того, как я это сделаю."
ARTICY,DFr_DDC91E33_0x0100012600011FED.Text,Watch your back… I don't like this.,Осторожно... Мне это не нравится.
ARTICY,DFr_134BEBD9_0x0100012600012F7B.Text,*Laughing*,*Смеется*
ARTICY,DFr_F983B670_0x0100012600012F89.Text,<i>Oh gods...</>,<i>О боги...</>
ARTICY,DFr_06E95BD2_0x0100012600012F82.Text,"Is your true enemy the spider, who will end your torment? Or the web itself? I seek to unravel what the Moirai have woven.","Кто ваш истинный враг - паук, который положит конец вашим мучениям? Или сама паутина? Я хочу распутать то, что сплели Мойры."
ARTICY,DFr_E196D45F_0x0100012600012FA1.Text,"You think the Moirai care for you? You think Glaukos is your friend? Let me show you who he truly is, and why his kind deserve destruction.","Думаешь, Мойры заботятся о тебе? Думаешь, что Главк - твой друг? Позволь мне показать тебе, кто он на самом деле, и почему его род заслуживает уничтожения."
ARTICY,DFr_11005EFD_0x010001260000EAE7.Text,"Skylla, I'm in love with you. You feel the same, don't you?","Сцилла, я влюблен в тебя. Ты чувствуешь то же самое, не так ли?"
ARTICY,DFr_2FAFC21A_0x010001260000F494.Text,No... I am sorry. I do not love you.,Нет... Прости меня. Я не люблю тебя.
ARTICY,DFr_9A60EEE7_0x010001260000E3E6.Text,"And so the mighty god had his feelings hurt. Did he set his petty grievance aside? Oh no, he demanded <i>punishment</>.","И вот так чувства могущественного бога были задеты. Оставил ли он в стороне свою мелкую обиду? О нет, он потребовал <i>наказания</>."
ARTICY,DFr_48974F98_0x010001260000E414.Text,...and so she deserves Eternal Punishment for this... crime?,...и поэтому она заслуживает Вечного кары за это... преступление?
ARTICY,DFr_51F868A3_0x010001260000F4B8.Text,"I don't care <i>how</> you punish her, just <i>punish her</>! Don't make me go to Zeus...","Мне все равно, <i>как</> ты ее накажешь, просто <i>накажи ее</>! Не заставляй меня идти к Зевсу..."
ARTICY,DFr_16F05DF3_0x010001260000F4CD.Text,As you <i>demand</>.,Как того <i>пожелаешь</>.
ARTICY,DFr_214ACFF3_0x010001260000F516.Text,Oh <i>Glaukos</>… poor Skylla… I had no idea…,"О, <i>Главк</>... бедная Сцилла... Я и не подозревал..."
ARTICY,DFr_2D642DF1_0x010001260000EAF5.Text,Now you see who Glaukos really is. What gods like him are like. Can you blame me for rebelling against them?,"Теперь вы видите, кто такой Главк на самом деле. Каковы боги, подобные ему. Разве можно винить меня за то, что я восстал против них?"
ARTICY,DFr_79BC3676_0x010001260000EB0B.Text,There's another locked door... maybe there's a lever to open it somewhere?,"Еще одна запертая дверь... может быть, где-то есть рычаг, чтобы открыть ее?"
ARTICY,DFr_C227E7D9_0x010001260000EB37.Text,"Do you see the truth now? The gods, like Glaukos, are selfish children, ruining this world with power they lack the wisdom to wield.","Теперь видишь правду? Боги, как и Главк, - эгоистичные дети, разрушающие этот мир силой, на которую у них не хватает мудрости."
ARTICY,DFr_6DCD6DF5_0x010001260001201D.Text,Only raising Kronos can wipe away these last cursed millennia of tyranny.,Только воскрешение Кроноса может стереть с лица земли эти последние проклятые тысячелетия тирании.
ARTICY,DFr_3DBCF817_0x010001260001202C.Text,"The Moirai are cruel, sending someone so weak to challenge me. At least you won't suffer in Hades for long--when I'm done, you'll have never even been born.","Мойры жестоки, раз послали столь слабого человека бросить мне вызов. По крайней мере, ты не будешь долго мучиться - когда я закончу, ты даже не родишься."
ARTICY,DFr_964EB1E7_0x0100012600012045.Text,*Makes a sound as she attacks the player*,*Makes a sound as she attacks the player*
ARTICY,DFr_10FBFAD2_0x0100012600012053.Text,What!? <i>No!</> The Dye Phial should serve <i>me</>!,Что?! <i>Нет!</> Амфора должна служить <i>мне!</>
ARTICY,DFr_E2427B11_0x010001260000E499.Text,The Dye Phial... it completely absorbed her attack! Praise the Moirai!,Амфора... она полностью поглотила ее атаку! Слава Мойрам!
ARTICY,DFr_EDCBD990_0x010001260000EB56.Text,Harbingers! Kill them for me! <i>Now!</>,Предвестники! Убейте их для меня! <i>Сейчас же!</>
ARTICY,DFr_4EEAC3A7_0x010001260000EB73.Text,I was being <i>merciful</>! I helped you understand <i>why</>! I was going to make your end <i>quick</>!,"Я была <i>милосердна</>! Я помогла тебе понять, <i>почему</>! Я собиралась сделать твой конец <i>быстрым</>!"
ARTICY,DFr_9B7B15F5_0x010001260000EB81.Text,"I may not be able to kill you myself, but my servants will <i>eviscerate you.</>","Может, я и не смогу убить тебя самостоятельно, но вот мои слуги <i>выпотрошат</> тебя."
ARTICY,DFr_D80F0C7E_0x010001260001206B.Text,"Glaukos is down there! Hurry, let's get back to him!","Главк там внизу! Скорее, давай вернемся к нему!"
ARTICY,DFr_44763EB3_0x010001260000EB8A.Text,No! Please! <i>Wait! </>,Нет! Пожалуйста! <i>Подожди!</>
ARTICY,DFr_D5064B93_0x010001260000EB9F.Text,May you be the bane of sailors who worship Glaukos!,"Да будешь ты бичом моряков, поклоняющихся Главку!"
ARTICY,DFr_80B047E5_0x010001260000F48B.Text,<i>Agghhhhhhh!</>,<i>А-а-агх-х!</>
